币种,价格,高胜率多,高胜率空,高胜率多空比,高胜率多人数,高胜率空人数,高胜率多空人数比,低胜率多,低胜率空,低胜率多空比,低胜率多人数,低胜率空人数,低胜率多空人数比,多,空,多空比,多人数,空人数,多空人数比
大盘,0,196.75020431369586,241.69585802783973,0.8140404470275746,181.0001,86.0001,2.104649878314095,852.1845653717716,1426.5138934894037,0.5973896008031426,505.0001,347.0001,1.455331280884357,2822.4609962644313,4356.175826948551,0.647921734197201,2086.0001,1387.0001,1.5039653565994697
BTC,43245.1,60.67036430750924,121.6178213173211,0.4988608055164068,15.0001,25.0001,0.6000015999936,176.96296636117845,591.8076737243829,0.2990210742748729,22.0001,59.0001,0.3728824188433579,785.3623180327646,1880.9195797757977,0.41754167827120947,142.0001,278.0001,0.51079154288074
ETH,2356.29,27.366752344870257,94.17355745727798,0.29059911384663617,13.0001,26.0001,0.5000019230695266,250.43315425796615,568.8280035984715,0.44026164793873923,27.0001,55.0001,0.49091001652724264,727.3581746713592,1761.2235553728967,0.41298458248098924,150.0001,259.0001,0.5791507416406404
DOGE,0.0972,2.070205326644522,1.3871181559296777,1.492450601842944,5.0001,2.0000999999999998,2.4999250037498126,2.997685505817237,6.283792833350547,0.47705033971001515,8.0001,5.0001,1.5999880002399953,20.031897666078446,21.95479214526881,0.9124157283536505,34.0001,27.0001,1.259258299043337
