ID,昵称,法币,带单规模,跟单收益,人数上限,跟单人数,累计跟单人数,近七日跟单人数,近七日跟单比例,平均持仓秒,盈利笔数,亏损笔数,总笔数,盈亏比,胜率,收益率,收益额,总做多倍数,总做空倍数,币种,币种类型,杠杆倍数,开仓均价,开仓时间,强平价,全仓逐仓,当前收益率,仓位倍数,多空,net方向
47929EA27249A93B,Klutzy-Testnet-Wheel,USDT,0,0,100,0,0,0,0.0000,129042.0,103,52,155,0.3012,0.4167,-0.4635,-1612.2734999999999868,1.14,7.54,ARB-USDT-SWAP,SWAP,20,0.9416,1698765473182,19.801313156871718,cross,-2.5042480883602414,0.1240632708095853,short,1
47929EA27249A93B,Klutzy-Testnet-Wheel,USDT,0,0,100,0,0,0,0.0000,129042.0,103,52,155,0.3012,0.4167,-0.4635,-1612.2734999999999868,1.14,7.54,BCH-USDT-SWAP,SWAP,20,247.9530000000000002,1698292726224,,cross,-0.8012002274624619,0.4412940495861666,long,1
47929EA27249A93B,Klutzy-Testnet-Wheel,USDT,0,0,100,0,0,0,0.0000,129042.0,103,52,155,0.3012,0.4167,-0.4635,-1612.2734999999999868,1.14,7.54,CFX-USDT-SWAP,SWAP,20,0.1327712716174977,1697679876832,0.2527414553274061,cross,-2.691655832593143,1.444956737911363,short,1
47929EA27249A93B,Klutzy-Testnet-Wheel,USDT,0,0,100,0,0,0,0.0000,129042.0,103,52,155,0.3012,0.4167,-0.4635,-1612.2734999999999868,1.14,7.54,SOL-USDT-SWAP,SWAP,20,29.7619183673469389,1697128001465,60.312229344798226,cross,-6.586323846251956,1.8916740913083329,short,1
47929EA27249A93B,Klutzy-Testnet-Wheel,USDT,0,0,100,0,0,0,0.0000,129042.0,103,52,155,0.3012,0.4167,-0.4635,-1612.2734999999999868,1.14,7.54,EOS-USDT-SWAP,SWAP,20,0.5935020781987901,1696971183619,1.014130859456521,cross,-2.0083475354318114,1.9628694688570046,short,1
47929EA27249A93B,Klutzy-Testnet-Wheel,USDT,0,0,100,0,0,0,0.0000,129042.0,103,52,155,0.3012,0.4167,-0.4635,-1612.2734999999999868,1.14,7.54,BCH-USDT-SWAP,SWAP,20,239.2654283282911704,1696864331553,,cross,0.1041043277328257,0.1625820182685877,short,1
47929EA27249A93B,Klutzy-Testnet-Wheel,USDT,0,0,100,0,0,0,0.0000,129042.0,103,52,155,0.3012,0.4167,-0.4635,-1612.2734999999999868,1.14,7.54,MATIC-USDT-SWAP,SWAP,20,0.6646180773058419,1689848197135,1.1202755257676493,cross,0.098761162424652,0.0847258267624969,long,1
47929EA27249A93B,Klutzy-Testnet-Wheel,USDT,0,0,100,0,0,0,0.0000,129042.0,103,52,155,0.3012,0.4167,-0.4635,-1612.2734999999999868,1.14,7.54,FIL-USDT-SWAP,SWAP,20,3.5611661386955646,1687996139603,13.415918992483201,cross,-1.9984120226122082,0.4582830283794348,short,1
47929EA27249A93B,Klutzy-Testnet-Wheel,USDT,0,0,100,0,0,0,0.0000,129042.0,103,52,155,0.3012,0.4167,-0.4635,-1612.2734999999999868,1.14,7.54,MATIC-USDT-SWAP,SWAP,20,0.5835674219549924,1687952341283,1.1202755257676493,cross,-2.890242836465662,1.4598911688307161,short,1
47929EA27249A93B,Klutzy-Testnet-Wheel,USDT,0,0,100,0,0,0,0.0000,129042.0,103,52,155,0.3012,0.4167,-0.4635,-1612.2734999999999868,1.14,7.54,EOS-USDT-SWAP,SWAP,20,0.6469228139075238,1662857770363,1.014130859456521,cross,0.1909713480396524,0.2804099241224293,long,1
17C3D610AFB8BE70,hungryandhumble,USDT,0,0,100,0,0,0,0.0000,0.0,3,0,3,0.0,1,0.0869,268.88,1.65,,ETH-USDT-SWAP,SWAP,5,1753.8571428571428572,1682355331631,910.1157186045394,cross,0.2110857701392854,1.654885462455942,long,1
93DF7CE656DB8C4C,Makise Kurisu,USDT,72113.6194732228830215,-84049.8958612398422995,1000,561,5266,5,0.0010,341525.0,6,1,7,0.4459,0.5,0.1879,26.7412,2.97,1.55,SUI-USDT-SWAP,SWAP,10,0.4749,1698896979992,0.4088997535004479,isolated,-0.5474836807748995,2.974344542660794,long,1
93DF7CE656DB8C4C,Makise Kurisu,USDT,72113.6194732228830215,-84049.8958612398422995,1000,561,5266,5,0.0010,341525.0,6,1,7,0.4459,0.5,0.1879,26.7412,2.97,1.55,TIA-USDT-SWAP,SWAP,3,2.299,1698803343265,3.506183259111065,isolated,-0.1552849064810788,1.5504491489922606,short,1
732CD029426AC068,Every-D,USDT,0,-2.23664,100,0,4,0,0.0000,81406.0,0,0,0,0.0,0,0.0,0,1.69,,ORDI-USDT-SWAP,SWAP,3,5.954424467375685,1687839565720,2.5150459055049676,cross,0.0390846502710804,1.6903657264090262,long,1
F719F67577261643,Bamboo-Sea,USDT,0,0,100,0,0,0,0.0000,71055.0,228,23,251,0.3462,0.7241,-0.5432,-5960.1509999999894661,6.50,14.70,XRP-USDT-SWAP,SWAP,50,0.58019,1698701551657,3.649845147610063,cross,2.89301780451231,0.4706911072688792,long,1
F719F67577261643,Bamboo-Sea,USDT,0,0,100,0,0,0,0.0000,71055.0,228,23,251,0.3462,0.7241,-0.5432,-5960.1509999999894661,6.50,14.70,ADA-USDT-SWAP,SWAP,50,0.2994678205128207,1698658215766,1.6233906466723438,cross,4.356424580527218,0.4749842377743423,long,1
F719F67577261643,Bamboo-Sea,USDT,0,0,100,0,0,0,0.0000,71055.0,228,23,251,0.3462,0.7241,-0.5432,-5960.1509999999894661,6.50,14.70,SOL-USDT-SWAP,SWAP,50,36.0699523809523815,1698658205751,524.015868795376,cross,4.842046341170403,3.2634830465644361,long,1
F719F67577261643,Bamboo-Sea,USDT,0,0,100,0,0,0,0.0000,71055.0,228,23,251,0.3462,0.7241,-0.5432,-5960.1509999999894661,6.50,14.70,MATIC-USDT-SWAP,SWAP,50,0.6511,1698304473071,5.528810685682855,cross,1.2978037167869827,0.4498135343123716,long,1
F719F67577261643,Bamboo-Sea,USDT,0,0,100,0,0,0,0.0000,71055.0,228,23,251,0.3462,0.7241,-0.5432,-5960.1509999999894661,6.50,14.70,DOGE-USDT-SWAP,SWAP,50,0.07085,1698304458702,0.5910565776677018,cross,-1.9407198306280904,0.4203534413091286,long,1
F719F67577261643,Bamboo-Sea,USDT,0,0,100,0,0,0,0.0000,71055.0,228,23,251,0.3462,0.7241,-0.5432,-5960.1509999999894661,6.50,14.70,ETH-USDT-SWAP,SWAP,50,1825.99,1698304431236,22780.600510693715,cross,0.0523003959496005,0.4444770488940699,long,1
F719F67577261643,Bamboo-Sea,USDT,0,0,100,0,0,0,0.0000,71055.0,228,23,251,0.3462,0.7241,-0.5432,-5960.1509999999894661,6.50,14.70,BTC-USDT-SWAP,SWAP,50,34601.1,1698251562567,242449.61644465858,cross,0.1164702856267574,0.9730724833433991,long,1
F719F67577261643,Bamboo-Sea,USDT,0,0,100,0,0,0,0.0000,71055.0,228,23,251,0.3462,0.7241,-0.5432,-5960.1509999999894661,6.50,14.70,MATIC-USDT-SWAP,SWAP,50,0.54660134529148,1697878866829,5.528810685682855,cross,-11.104862415201634,0.5572689897314381,short,1
F719F67577261643,Bamboo-Sea,USDT,0,0,100,0,0,0,0.0000,71055.0,228,23,251,0.3462,0.7241,-0.5432,-5960.1509999999894661,6.50,14.70,DOGE-USDT-SWAP,SWAP,50,0.05919,1697770857686,0.5910565776677018,cross,-7.526609224531167,0.5222573058689174,short,1
F719F67577261643,Bamboo-Sea,USDT,0,0,100,0,0,0,0.0000,71055.0,228,23,251,0.3462,0.7241,-0.5432,-5960.1509999999894661,6.50,14.70,XRP-USDT-SWAP,SWAP,50,0.47993,1697706060040,3.649845147610063,cross,-13.942658304336042,0.631414899994838,short,1
F719F67577261643,Bamboo-Sea,USDT,0,0,100,0,0,0,0.0000,71055.0,228,23,251,0.3462,0.7241,-0.5432,-5960.1509999999894661,6.50,14.70,ADA-USDT-SWAP,SWAP,50,0.2412001801801803,1697691649641,1.6233906466723438,cross,-17.487511774825716,0.6759391076019487,short,1
F719F67577261643,Bamboo-Sea,USDT,0,0,100,0,0,0,0.0000,71055.0,228,23,251,0.3462,0.7241,-0.5432,-5960.1509999999894661,6.50,14.70,SOL-USDT-SWAP,SWAP,50,27.2381959459459463,1697410840825,524.015868795376,cross,-22.624119597554415,3.2856836115070519,short,1
F719F67577261643,Bamboo-Sea,USDT,0,0,100,0,0,0,0.0000,71055.0,228,23,251,0.3462,0.7241,-0.5432,-5960.1509999999894661,6.50,14.70,TRX-USDT-SWAP,SWAP,50,0.0953217241379324,1697331656558,0.1085177769103562,cross,-1.2265178180600578,7.4164540265070516,short,1
F719F67577261643,Bamboo-Sea,USDT,0,0,100,0,0,0,0.0000,71055.0,228,23,251,0.3462,0.7241,-0.5432,-5960.1509999999894661,6.50,14.70,ETH-USDT-SWAP,SWAP,50,1540.41,1697180431159,22780.600510693715,cross,-9.331606520341984,0.5128581333393114,short,1
F719F67577261643,Bamboo-Sea,USDT,0,0,100,0,0,0,0.0000,71055.0,228,23,251,0.3462,0.7241,-0.5432,-5960.1509999999894661,6.50,14.70,BTC-USDT-SWAP,SWAP,50,27808.1176470588235295,1695877230142,242449.61644465858,cross,-12.358949354610793,1.1028154811225192,short,1
6E2B41704016D8A6,LuckyStudent02,USDT,200.5070042147081564,36.091087999999974,100,4,11,0,0.0000,84855.0,0,0,0,0.0,0,0.0,0,,33.64,BTC-USDT-SWAP,SWAP,100,34520.1,1699021009906,36700.61941892681,cross,-0.468133058710718,14.5129261653057333,short,1
6E2B41704016D8A6,LuckyStudent02,USDT,200.5070042147081564,36.091087999999974,100,4,11,0,0.0000,84855.0,0,0,0,0.0,0,0.0,0,,33.64,ETH-USDT-SWAP,SWAP,100,1793,1699014601262,1908.6567767570725,cross,-1.9464584495259452,19.122604815769085,short,1
9DAC3D5769BDA368,Giddy-DDoS-Llama,,,,,,,,,,,,,,,,,0.16,,ZEC-USD-SWAP,SWAP,1,27.59,1698947543298,7.644700322876588,cross,-0.0021794406102433,0.0454803145462318,long,1
9DAC3D5769BDA368,Giddy-DDoS-Llama,,,,,,,,,,,,,,,,,0.16,,DASH-USD-SWAP,SWAP,2,29.2192446424782517,1698760344905,10.547129306174899,cross,-0.0165110174243099,0.1182488178202026,long,1
16970296F6173DCA,sinepmagic,USDT,0,0,100,0,0,0,0.0000,137882.0,0,0,0,0.0,0,0.0,0,,6.64,BTC-USDT-SWAP,SWAP,125,29200.2,1697504098991,42713.36784373254,cross,-23.465592701419872,4.143451560215505,short,1
16970296F6173DCA,sinepmagic,USDT,0,0,100,0,0,0,0.0000,137882.0,0,0,0,0.0,0,0.0,0,,6.64,TRX-USDT-SWAP,SWAP,50,0.0892066666666667,1697189624957,0.1350475996644855,cross,-4.738061430386342,2.5001759632510804,short,1
F2842095D1063411,Basilica,,,,,,,,,,,,,,,,,,0.44,REN-USDT-SWAP,SWAP,5,0.07854,1699031684183,0.0965668277404351,isolated,-0.3195823784059071,0.4355105185516762,net,-1
0A3711CF84ED97FF,LinQiao Quant,USDT,924.0326194609561299,-1052.6509740500006424,100,7,23,1,0.0455,873809.0,35,50,85,1.3561,0.5263,0.0345,29.6938852499999972,0.66,0.66,SUSHI-USDT-SWAP,SWAP,1.3,1.0151,1699038005840,1.7833619204033306,isolated,-0.0517387449512365,0.0444204716220916,short,1
0A3711CF84ED97FF,LinQiao Quant,USDT,924.0326194609561299,-1052.6509740500006424,100,7,23,1,0.0455,873809.0,35,50,85,1.3561,0.5263,0.0345,29.6938852499999972,0.66,0.66,MEME-USDT-SWAP,SWAP,2,0.02192,1699012561295,0.0110382608257805,isolated,0.2189781021897814,0.0428442502887132,long,1
0A3711CF84ED97FF,LinQiao Quant,USDT,924.0326194609561299,-1052.6509740500006424,100,7,23,1,0.0455,873809.0,35,50,85,1.3561,0.5263,0.0345,29.6938852499999972,0.66,0.66,PEOPLE-USDT-SWAP,SWAP,1.3,0.011526,1699005607173,0.0202494010388817,isolated,-0.0415061599861185,0.0186253476949545,short,1
0A3711CF84ED97FF,LinQiao Quant,USDT,924.0326194609561299,-1052.6509740500006424,100,7,23,1,0.0455,873809.0,35,50,85,1.3561,0.5263,0.0345,29.6938852499999972,0.66,0.66,1INCH-USDT-SWAP,SWAP,1.3,0.2998,1698984010422,0.5266282866091209,isolated,-0.0355570380253503,0.0295415490386175,short,1
0A3711CF84ED97FF,LinQiao Quant,USDT,924.0326194609561299,-1052.6509740500006424,100,7,23,1,0.0455,873809.0,35,50,85,1.3561,0.5263,0.0345,29.6938852499999972,0.66,0.66,DYDX-USDT-SWAP,SWAP,1.3,2.2,1698980407808,3.8642509357573913,isolated,-0.0537727272727272,0.0224223723984471,short,1
0A3711CF84ED97FF,LinQiao Quant,USDT,924.0326194609561299,-1052.6509740500006424,100,7,23,1,0.0455,873809.0,35,50,85,1.3561,0.5263,0.0345,29.6938852499999972,0.66,0.66,UNI-USDT-SWAP,SWAP,1.3,4.534,1698975014679,7.9649307921472765,isolated,-0.0346934274371416,0.0455592071212445,short,1
0A3711CF84ED97FF,LinQiao Quant,USDT,924.0326194609561299,-1052.6509740500006424,100,7,23,1,0.0455,873809.0,35,50,85,1.3561,0.5263,0.0345,29.6938852499999972,0.66,0.66,COMP-USDT-SWAP,SWAP,1.3,45.56,1698975006025,80.03583301504851,isolated,-0.0405179982440734,0.0137940164375257,short,1
0A3711CF84ED97FF,LinQiao Quant,USDT,924.0326194609561299,-1052.6509740500006424,100,7,23,1,0.0455,873809.0,35,50,85,1.3561,0.5263,0.0345,29.6938852499999972,0.66,0.66,FTM-USDT-SWAP,SWAP,1.3,0.2393,1698940832362,0.4203338858757926,isolated,-0.0277058086084413,0.0167438649931311,short,1
0A3711CF84ED97FF,LinQiao Quant,USDT,924.0326194609561299,-1052.6509740500006424,100,7,23,1,0.0455,873809.0,35,50,85,1.3561,0.5263,0.0345,29.6938852499999972,0.66,0.66,AAVE-USDT-SWAP,SWAP,1.3,91.386,1698940817947,160.549010006875,isolated,0.0121769198783183,0.0443015576872854,short,1
0A3711CF84ED97FF,LinQiao Quant,USDT,924.0326194609561299,-1052.6509740500006424,100,7,23,1,0.0455,873809.0,35,50,85,1.3561,0.5263,0.0345,29.6938852499999972,0.66,0.66,SNX-USDT-SWAP,SWAP,1.3,2.41,1698937244237,4.233206706897869,isolated,0.0124066390041495,0.0256981332198178,short,1
0A3711CF84ED97FF,LinQiao Quant,USDT,924.0326194609561299,-1052.6509740500006424,100,7,23,1,0.0455,873809.0,35,50,85,1.3561,0.5263,0.0345,29.6938852499999972,0.66,0.66,DOT-USDT-SWAP,SWAP,1.3,4.662,1698937233950,8.189818119318618,isolated,0.0133848133848135,0.0316105536326951,short,1
0A3711CF84ED97FF,LinQiao Quant,USDT,924.0326194609561299,-1052.6509740500006424,100,7,23,1,0.0455,873809.0,35,50,85,1.3561,0.5263,0.0345,29.6938852499999972,0.66,0.66,EOS-USDT-SWAP,SWAP,1.3,0.6426,1698937219280,1.1289046596898633,isolated,-0.0212418300653597,0.0127839820283071,short,1
0A3711CF84ED97FF,LinQiao Quant,USDT,924.0326194609561299,-1052.6509740500006424,100,7,23,1,0.0455,873809.0,35,50,85,1.3561,0.5263,0.0345,29.6938852499999972,0.66,0.66,BAL-USDT-SWAP,SWAP,1.3,3.57,1698876006596,0.8306537299558446,isolated,-0.0957703081232493,0.0278348649273817,long,1
0A3711CF84ED97FF,LinQiao Quant,USDT,924.0326194609561299,-1052.6509740500006424,100,7,23,1,0.0455,873809.0,35,50,85,1.3561,0.5263,0.0345,29.6938852499999972,0.66,0.66,MATIC-USDT-SWAP,SWAP,1.3,0.6645,1698872412536,0.1545271438531258,isolated,0.0068472535741161,0.0065378196255621,long,1
0A3711CF84ED97FF,LinQiao Quant,USDT,924.0326194609561299,-1052.6509740500006424,100,7,23,1,0.0455,873809.0,35,50,85,1.3561,0.5263,0.0345,29.6938852499999972,0.66,0.66,ATOM-USDT-SWAP,SWAP,1.3,7.651,1698825609698,13.441288595218092,isolated,-0.0152921186772971,0.0227287103539562,short,1
0A3711CF84ED97FF,LinQiao Quant,USDT,924.0326194609561299,-1052.6509740500006424,100,7,23,1,0.0455,873809.0,35,50,85,1.3561,0.5263,0.0345,29.6938852499999972,0.66,0.66,ORBS-USDT-SWAP,SWAP,3,0.045,1698750074670,0.0302214803625378,isolated,-0.3286666666666666,0.0549039828375419,long,1
0A3711CF84ED97FF,LinQiao Quant,USDT,924.0326194609561299,-1052.6509740500006424,100,7,23,1,0.0455,873809.0,35,50,85,1.3561,0.5263,0.0345,29.6938852499999972,0.66,0.66,GMT-USDT-SWAP,SWAP,1.3,0.1929,1698710410566,0.3388122297761822,isolated,-0.0006739243131158,0.0153002596117383,short,1
0A3711CF84ED97FF,LinQiao Quant,USDT,924.0326194609561299,-1052.6509740500006424,100,7,23,1,0.0455,873809.0,35,50,85,1.3561,0.5263,0.0345,29.6938852499999972,0.66,0.66,LINK-USDT-SWAP,SWAP,1.5,11.51,1698474610542,3.86471265525344,isolated,-0.0198088618592527,0.0222325015889622,long,1
0A3711CF84ED97FF,LinQiao Quant,USDT,924.0326194609561299,-1052.6509740500006424,100,7,23,1,0.0455,873809.0,35,50,85,1.3561,0.5263,0.0345,29.6938852499999972,0.66,0.66,SOL-USDT-SWAP,SWAP,1.3,32.525,1698373807671,57.14322122068597,isolated,-0.2813036126056881,0.0387209218332502,short,1
0A3711CF84ED97FF,LinQiao Quant,USDT,924.0326194609561299,-1052.6509740500006424,100,7,23,1,0.0455,873809.0,35,50,85,1.3561,0.5263,0.0345,29.6938852499999972,0.66,0.66,GALA-USDT-SWAP,SWAP,1.3,0.01853,1698361205822,0.0325459544725384,isolated,0.0028062601187265,0.0445172665863084,short,1
0A3711CF84ED97FF,LinQiao Quant,USDT,924.0326194609561299,-1052.6509740500006424,100,7,23,1,0.0455,873809.0,35,50,85,1.3561,0.5263,0.0345,29.6938852499999972,0.66,0.66,CRO-USDT-SWAP,SWAP,1.3,0.05782,1698339633507,0.1045053158658621,isolated,-0.1821169145624351,0.0232260935775656,short,1
0A3711CF84ED97FF,LinQiao Quant,USDT,924.0326194609561299,-1052.6509740500006424,100,7,23,1,0.0455,873809.0,35,50,85,1.3561,0.5263,0.0345,29.6938852499999972,0.66,0.66,ETH-USDT-SWAP,SWAP,2,1765.28,1698339620475,2636.0477401692383,isolated,-0.0709349225052116,0.1788984298707877,short,1
0A3711CF84ED97FF,LinQiao Quant,USDT,924.0326194609561299,-1052.6509740500006424,100,7,23,1,0.0455,873809.0,35,50,85,1.3561,0.5263,0.0345,29.6938852499999972,0.66,0.66,OP-USDT-SWAP,SWAP,1.3,1.4224,1698303626042,0.3306600743667209,isolated,-0.0068546119235096,0.0332348298977524,long,1
0A3711CF84ED97FF,LinQiao Quant,USDT,924.0326194609561299,-1052.6509740500006424,100,7,23,1,0.0455,873809.0,35,50,85,1.3561,0.5263,0.0345,29.6938852499999972,0.66,0.66,APT-USDT-SWAP,SWAP,1.3,6.214,1698120009384,1.4442087613293062,isolated,0.1040794979079497,0.0328432458210776,long,1
0A3711CF84ED97FF,LinQiao Quant,USDT,924.0326194609561299,-1052.6509740500006424,100,7,23,1,0.0455,873809.0,35,50,85,1.3561,0.5263,0.0345,29.6938852499999972,0.66,0.66,ALGO-USDT-SWAP,SWAP,1.3,0.09918,1695250811963,0.0230590355565884,isolated,0.1795724944545269,0.0375623184091873,long,1
0A3711CF84ED97FF,LinQiao Quant,USDT,924.0326194609561299,-1052.6509740500006424,100,7,23,1,0.0455,873809.0,35,50,85,1.3561,0.5263,0.0345,29.6938852499999972,0.66,0.66,FIL-USDT-SWAP,SWAP,1.3,3.514,1693339214894,0.8176395537996743,isolated,0.1490893568582811,0.0141844260555851,long,1
0A3711CF84ED97FF,LinQiao Quant,USDT,924.0326194609561299,-1052.6509740500006424,100,7,23,1,0.0455,873809.0,35,50,85,1.3561,0.5263,0.0345,29.6938852499999972,0.66,0.66,XRP-USDT-SWAP,SWAP,1.3,0.53883,1693328426538,0.1252319381826633,isolated,0.1807787242729617,0.0600696433141462,long,1
0A3711CF84ED97FF,LinQiao Quant,USDT,924.0326194609561299,-1052.6509740500006424,100,7,23,1,0.0455,873809.0,35,50,85,1.3561,0.5263,0.0345,29.6938852499999972,0.66,0.66,ICP-USDT-SWAP,SWAP,1.3,3.5329375256884505,1693323014077,0.8333565851545416,isolated,0.1461053904440126,0.0935817433166773,long,1
0A3711CF84ED97FF,LinQiao Quant,USDT,924.0326194609561299,-1052.6509740500006424,100,7,23,1,0.0455,873809.0,35,50,85,1.3561,0.5263,0.0345,29.6938852499999972,0.66,0.66,ZEC-USDT-SWAP,SWAP,1.3,28.08,1692140409611,49.32465739821252,isolated,0.0268518518518518,0.0107658706408956,short,1
0A3711CF84ED97FF,LinQiao Quant,USDT,924.0326194609561299,-1052.6509740500006424,100,7,23,1,0.0455,873809.0,35,50,85,1.3561,0.5263,0.0345,29.6938852499999972,0.66,0.66,LRC-USDT-SWAP,SWAP,1.3,0.2268,1691384409245,0.052807413432489,isolated,-0.067063492063492,0.0252626048166179,long,1
0A3711CF84ED97FF,LinQiao Quant,USDT,924.0326194609561299,-1052.6509740500006424,100,7,23,1,0.0455,873809.0,35,50,85,1.3561,0.5263,0.0345,29.6938852499999972,0.66,0.66,MASK-USDT-SWAP,SWAP,1.3,3.735,1689421782965,0.8689990704159887,isolated,-0.1406157965194109,0.0619419260901492,long,1
0A3711CF84ED97FF,LinQiao Quant,USDT,924.0326194609561299,-1052.6509740500006424,100,7,23,1,0.0455,873809.0,35,50,85,1.3561,0.5263,0.0345,29.6938852499999972,0.66,0.66,APE-USDT-SWAP,SWAP,1.3,2.0931,1689300003569,0.4865280734371374,isolated,-0.4508480244613254,0.0111062287476299,long,1
0A3711CF84ED97FF,LinQiao Quant,USDT,924.0326194609561299,-1052.6509740500006424,100,7,23,1,0.0455,873809.0,35,50,85,1.3561,0.5263,0.0345,29.6938852499999972,0.66,0.66,GRT-USDT-SWAP,SWAP,1.3,0.1275,1688454631201,0.2239088610495761,isolated,0.1090980392156864,0.0251490738171321,short,1
0A3711CF84ED97FF,LinQiao Quant,USDT,924.0326194609561299,-1052.6509740500006424,100,7,23,1,0.0455,873809.0,35,50,85,1.3561,0.5263,0.0345,29.6938852499999972,0.66,0.66,YFI-USDT-SWAP,SWAP,1.3,6663,1687680009500,1549.4545665814549,isolated,-0.195302416328981,0.013853718083807,long,1
0A3711CF84ED97FF,LinQiao Quant,USDT,924.0326194609561299,-1052.6509740500006424,100,7,23,1,0.0455,873809.0,35,50,85,1.3561,0.5263,0.0345,29.6938852499999972,0.66,0.66,IMX-USDT-SWAP,SWAP,1.3,0.792,1684364405174,,cross,-0.1654545454545455,0.027736014660588,long,1
0A3711CF84ED97FF,LinQiao Quant,USDT,924.0326194609561299,-1052.6509740500006424,100,7,23,1,0.0455,873809.0,35,50,85,1.3561,0.5263,0.0345,29.6938852499999972,0.66,0.66,AIDOGE-USDT-SWAP,SWAP,2,0.0000000002013129,1683514658831,,cross,-0.5862803625599751,0.0960971400561469,long,1
590D4FBB67262B28,Immortal evil spirit,USDT,0,0,100,0,1,0,0.0000,362060.0,16,18,34,0.8323,0.4545,-0.0607,-351.4173,0.71,,UNI-USDT-SWAP,SWAP,50,4.2818340427199694,1692251632440,,cross,4.357548115561505,0.224932332101,long,1
590D4FBB67262B28,Immortal evil spirit,USDT,0,0,100,0,1,0,0.0000,362060.0,16,18,34,0.8323,0.4545,-0.0607,-351.4173,0.71,,ETH-USDT-SWAP,SWAP,50,1696.88354252286285,1692083691221,,cross,3.85991301684665,0.2944141147159154,long,1
590D4FBB67262B28,Immortal evil spirit,USDT,0,0,100,0,1,0,0.0000,362060.0,16,18,34,0.8323,0.4545,-0.0607,-351.4173,0.71,,CFX-USDT-SWAP,SWAP,20,0.151423283483857,1685523631820,,cross,-0.1034561483327634,0.194107019020091,long,1
1FB7E4F87A18616D,Deep-Futures-Sheep,USDT,0,0,100,0,0,0,0.0000,522022.0,0,0,0,0.0,0,0.0,0,15.82,14.70,ETH-USDT-SWAP,SWAP,100,1586.56,1695302181740,13683.618237424376,cross,-15.21026623638566,14.6985786684736958,short,1
1FB7E4F87A18616D,Deep-Futures-Sheep,USDT,0,0,100,0,0,0,0.0000,522022.0,0,0,0,0.0,0,0.0,0,15.82,14.70,DOGE-USDT-SWAP,SWAP,50,0.076242,1691917724019,,cross,-5.3395766113166045,0.3650761929386534,long,1
1FB7E4F87A18616D,Deep-Futures-Sheep,USDT,0,0,100,0,0,0,0.0000,522022.0,0,0,0,0.0,0,0.0,0,15.82,14.70,OP-USDT-SWAP,SWAP,50,1.6,1691716486336,,cross,-5.7843750000000025,0.7585114616577102,long,1
1FB7E4F87A18616D,Deep-Futures-Sheep,USDT,0,0,100,0,0,0,0.0000,522022.0,0,0,0,0.0,0,0.0,0,15.82,14.70,ETH-USDT-SWAP,SWAP,100,1911.0033333333333337,1689436703242,13683.618237424376,cross,-4.349722048278293,14.6985786684736958,long,1
E4B21D4B1D90DB99,Ringed-HODL-Raccoon,USDT,0,-15.7682752,100,1,2,0,0.0000,101480.0,0,0,0,0.0,0,0.0,0,1.61,,MEME-USDT-SWAP,SWAP,3,0.024,1699022366387,0.004009831048106,isolated,0.0400000000000003,0.080888704976203,long,1
E4B21D4B1D90DB99,Ringed-HODL-Raccoon,USDT,0,-15.7682752,100,1,2,0,0.0000,101480.0,0,0,0,0.0,0,0.0,0,1.61,,FRONT-USDT-SWAP,SWAP,50,0.2856,1697916214081,,cross,9.138655462184865,0.1323386519589673,long,1
E4B21D4B1D90DB99,Ringed-HODL-Raccoon,USDT,0,-15.7682752,100,1,2,0,0.0000,101480.0,0,0,0,0.0,0,0.0,0,1.61,,COMP-USDT-SWAP,SWAP,20,46.2916553727008715,1696251479608,,cross,0.2973946910116565,0.2986146582255329,long,1
E4B21D4B1D90DB99,Ringed-HODL-Raccoon,USDT,0,-15.7682752,100,1,2,0,0.0000,101480.0,0,0,0,0.0,0,0.0,0,1.61,,GFT-USDT-SWAP,SWAP,10,0.0160449945454547,1694844369410,,cross,0.6699942785894142,0.0752830890664465,long,1
E4B21D4B1D90DB99,Ringed-HODL-Raccoon,USDT,0,-15.7682752,100,1,2,0,0.0000,101480.0,0,0,0,0.0,0,0.0,0,1.61,,BADGER-USDT-SWAP,SWAP,30,2.052,1692440410126,,cross,9.51754385964912,0.3241666149319323,long,1
E4B21D4B1D90DB99,Ringed-HODL-Raccoon,USDT,0,-15.7682752,100,1,2,0,0.0000,101480.0,0,0,0,0.0,0,0.0,0,1.61,,COMP-USDT-SWAP,SWAP,20,63.9925675675675687,1688625017475,10.148560438535103,isolated,-5.317044842623195,0.6948894562480955,long,1
0918E7BD82816CB1,BEGOLDEN--MJ,USDT,50,100.3204980000000001,100,1,1,0,0.0000,114800.0,1,4,5,0.3307,0.2,-0.031,-172.382,,0.64,ETH-USDT-SWAP,SWAP,1,1875.39,1690939703465,4646.736138795574,cross,0.025333397320024,0.6436726509857252,short,1
4E6C1BB32090A7D6,BitToTheMoon,USDT,31.5229159692108083,-3041.25932,100,17,171,0,0.0000,716226.0,2,1,3,7.3195,0.6667,0.2121,28433.4020000000000004,1.46,0.76,ETH-BTC,MARGIN,10,0.0514658797451668,1698969613305,0.193218599605758,cross,-0.2401782522994485,0.7644674100098084,net,1
4E6C1BB32090A7D6,BitToTheMoon,USDT,31.5229159692108083,-3041.25932,100,17,171,0,0.0000,716226.0,2,1,3,7.3195,0.6667,0.2121,28433.4020000000000004,1.46,0.76,DYDX-USDT-SWAP,SWAP,50,2.2527620332883493,1698820520637,,cross,0.8708857422986438,0.0363758283233224,net,1
